TITLE,AUTHOR,FILEPATH
Rab and His Friends and Other Papers,['John Brown'],./data/4/5/9/2/45929/45929.txt
The Romance of Plant Life,['G.F. Scott Elliot'],./data/4/5/9/3/45930/45930.txt
Wounded and a Prisoner of War,['Malcolm V.  Hay'],./data/4/5/9/3/45931/45931.txt
The Gasoline Motor,['Harold Whiting Slauson'],./data/4/5/9/3/45932/45932.txt
Romances of Old Japan,['Yei Theodora Ozaki'],./data/4/5/9/3/45933/45933.txt
The History of the 51st (Highland) Division 1914-1918,['Frederick William Bewsher'],./data/4/5/9/3/45934/45934-0.txt
The History of the 51st (Highland) Division 1914-1918,['Frederick William Bewsher'],./data/4/5/9/3/45934/45934.txt
"Appletons' Popular Science Monthly, August 1899",['Various'],./data/4/5/9/3/45938/45938.txt
"Reliques of Ancient English Poetry, Volume I (of 3)",['Thomas Percy'],./data/4/5/9/3/45939/45939.txt
"Reliques of Ancient English Poetry, Volume II (of 3)",['Thomas Percy'],./data/4/5/9/4/45940/45940.txt
"Reliques of Ancient English Poetry, Volume III (of 3)",['Thomas Percy'],./data/4/5/9/4/45941/45941.txt
Manpower,['Lincoln Clarke Andrews'],./data/4/5/9/4/45942/45942.txt
Elsie Yachting with the Raymonds,['Martha Finley'],./data/4/5/9/4/45944/45944.txt
ABC of Gardening,['Eben Eugene Rexford'],./data/4/5/9/4/45946/45946.txt
"Ten years in the ranks, U.S. army",['Augustus Meyers'],./data/4/5/9/4/45949/45949.txt
After the Storm,['T.S. Arthur'],./data/4/5/9/4590/4590.txt
"After a Shadow, and Other Stories",['T.S. Arthur'],./data/4/5/9/4591/4591.txt
Cast Adrift,['T.S. Arthur'],./data/4/5/9/4592/4592.txt
Friends and Neighbors,['Anonymous'],./data/4/5/9/4593/4593.txt
Home Lights and Shadows,['T.S. Arthur'],./data/4/5/9/4594/4594.txt
Heart-Histories and Life-Pictures,['T.S. Arthur'],./data/4/5/9/4595/4595.txt
Unknown to History,['Charlotte M. Yonge'],./data/4/5/9/4596/4596.txt
Eclectic School Readings: Stories from Life,['Orison Swett Marden'],./data/4/5/9/4597/4597.txt
The Story of Creation as told by Theology and by Science,['T.S. Ackland'],./data/4/5/9/4598/4598.txt
The Small House at Allington,['Anthony Trollope'],./data/4/5/9/4599/4599.txt
Ancient Society,['Lewis Henry Morgan'],./data/4/5/9/5/45950/45950-0.txt
Ancient Society,['Lewis Henry Morgan'],./data/4/5/9/5/45950/45950.txt
Monk,['Julian Corbett'],./data/4/5/9/5/45951/45951.txt
The Evolution of Old Testament Religion,['W.E. Orchard'],./data/4/5/9/5/45952/45952.txt
"Charles Sumner; his Complete Works, v. 4-20",['Charles Sumner'],./data/4/5/9/5/45954/45954.txt
ABC of Electricity,['William Henry Meadowcroft'],./data/4/5/9/5/45955/45955.txt
Garden Pests in New Zealand,['D. Miller'],./data/4/5/9/5/45957/45957-0.txt
Garden Pests in New Zealand,['D. Miller'],./data/4/5/9/5/45957/45957.txt
Indo-China and Its Primitive People,['Henry Baudesson'],./data/4/5/9/5/45958/45958-0.txt
Indo-China and Its Primitive People,['Henry Baudesson'],./data/4/5/9/5/45958/45958.txt
Open That Door!,['Robert Sturgis Ingersoll'],./data/4/5/9/5/45959/45959-0.txt
Open That Door!,['Robert Sturgis Ingersoll'],./data/4/5/9/5/45959/45959.txt
A Naval Venture,['T.T. Jeans'],./data/4/5/9/6/45960/45960-0.txt
A Naval Venture,['T.T. Jeans'],./data/4/5/9/6/45960/45960.txt
South America Observations and Impressions,['James Bryce'],./data/4/5/9/6/45961/45961-0.txt
South America Observations and Impressions,['James Bryce'],./data/4/5/9/6/45961/45961.txt
The Organism as a Whole,['Jacques Loeb'],./data/4/5/9/6/45962/45962-0.txt
The Organism as a Whole,['Jacques Loeb'],./data/4/5/9/6/45962/45962.txt
Mildred at Home,['Martha Finley'],./data/4/5/9/6/45963/45963.txt
Day and Night Stories,['Algernon Blackwood'],./data/4/5/9/6/45964/45964.txt
The Art of the Book,['Bernard H. Newdigate'],./data/4/5/9/6/45968/45968-0.txt
The Art of the Book,['Bernard H. Newdigate'],./data/4/5/9/6/45968/45968.txt
Parallel Paths,['Thomas William Rolleston'],./data/4/5/9/7/45971/45971-0.txt
Italian Alps,['Douglas William Freshfield'],./data/4/5/9/7/45972/45972-0.txt
Italian Alps,['Douglas William Freshfield'],./data/4/5/9/7/45972/45972.txt
Trackers of the Fog Pack,['Ambrose Newcomb'],./data/4/5/9/7/45973/45973.txt
Ken Ward in the Jungle,['Zane Grey'],./data/4/5/9/7/45974/45974-0.txt
Ken Ward in the Jungle,['Zane Grey'],./data/4/5/9/7/45974/45974.txt
The Little Lame Prince and His Travelling Cloak,['Dinah Maria Mulock'],./data/4/5/9/7/45975/45975.txt
My Country,"['Marie', 'Queen of Rumania']",./data/4/5/9/7/45976/45976.txt
The Grapes of New York,['U.P. Hedrick'],./data/4/5/9/7/45978/45978.txt
Rowlandson the Caricaturist. First Volume,['Joseph Grego'],./data/4/5/9/8/45980/45980.txt
Rowlandson the Caricaturist. Second Volume,['Joseph Grego'],./data/4/5/9/8/45981/45981.txt
The Boy Allies in the Baltic,['Robert L. Drake'],./data/4/5/9/8/45982/45982.txt
To Nuremberg and Back,['Amy Neally'],./data/4/5/9/8/45983/45983.txt
Novum Organum,['Francis Bacon'],./data/4/5/9/8/45988/45988-0.txt
Novum Organum,['Francis Bacon'],./data/4/5/9/8/45988/45988.txt
Grace Harlowe's Overland Riders in the High Sierras,['Jessie Graham Flower'],./data/4/5/9/8/45989/45989.txt
Bobby Blake on the School Nine,['Frank A. Warner'],./data/4/5/9/9/45990/45990.txt
The Boy Aviators on Secret Service,['Wilbur Lawton'],./data/4/5/9/9/45991/45991.txt
Darwinism and Race Progress,['John Berry Haycraft'],./data/4/5/9/9/45992/45992-0.txt
Darwinism and Race Progress,['John Berry Haycraft'],./data/4/5/9/9/45992/45992.txt
Bohemia under Hapsburg Misrule,['Various'],./data/4/5/9/9/45993/45993-0.txt
Bohemia under Hapsburg Misrule,['Various'],./data/4/5/9/9/45993/45993.txt
Our Little Cossack Cousin,['F.A. Postnikov'],./data/4/5/9/9/45994/45994.txt
Our Little Porto Rican Cousin,['Mary Hazelton Wade'],./data/4/5/9/9/45995/45995.txt
Louis Spohr's Autobiography,['Louis Spohr'],./data/4/5/9/9/45997/45997-0.txt
Louis Spohr's Autobiography,['Louis Spohr'],./data/4/5/9/9/45997/45997.txt
Peru in the Guano Age,['Alexander James Duffield'],./data/4/5/9/9/45998/45998.txt
A Parody on Iolanthe,['D. Dalziel'],./data/4/6/0/0/46001/46001.txt
Motor tours in Yorkshire,['Mrs. Rodolph Stawell'],./data/4/6/0/0/46002/46002.txt
Neighbors Unknown,['Charles G.D. Roberts'],./data/4/6/0/0/46004/46004-0.txt
Neighbors Unknown,['Charles G.D. Roberts'],./data/4/6/0/0/46004/46004.txt
Red Fox,['Charles G.D. Roberts'],./data/4/6/0/0/46005/46005-0.txt
Red Fox,['Charles G.D. Roberts'],./data/4/6/0/0/46005/46005.txt
Our Young Aeroplane Scouts in Russia,['Horace Porter'],./data/4/6/0/0/46007/46007.txt
The Room with the Tassels,['Carolyn Wells'],./data/4/6/0/0/46008/46008.txt
"The Privy Purse Expenses of King Henry VIII from November MDXXIX, to December MDXXXII",['Nicholas Harris Nicolas'],./data/4/6/0/0/46009/46009.txt
Elsie's Journey on Inland Waters,['Martha Finley'],./data/4/6/0/1/46010/46010.txt
The Moving Picture Boys and the Flood,['Victor Appleton'],./data/4/6/0/1/46011/46011.txt
Famous American Belles of the Nineteenth Century,['Virginia Tatnall Peacock'],./data/4/6/0/1/46013/46013.txt
The Gypsy's Parson,['George Hall'],./data/4/6/0/1/46015/46015-0.txt
The Finished Mystery,['Charles Taze Russell'],./data/4/6/0/1/46016/46016-0.txt
The Finished Mystery,['Charles Taze Russell'],./data/4/6/0/1/46016/46016.txt
Indian Birds,['Douglas Dewar'],./data/4/6/0/1/46017/46017-0.txt
Indian Birds,['Douglas Dewar'],./data/4/6/0/1/46017/46017.txt
Loyola and the Educational System of the Jesuits,['Thomas Hughes'],./data/4/6/0/1/46018/46018.txt
Capitals of the Northlands,['Ian C. Hannah'],./data/4/6/0/1/46019/46019.txt
The Gayton Scholarship,['Hebert Hayens'],./data/4/6/0/2/46020/46020-0.txt
The Gayton Scholarship,['Hebert Hayens'],./data/4/6/0/2/46020/46020.txt
The Garden of Swords,['Max Pemberton'],./data/4/6/0/2/46023/46023-0.txt
The Garden of Swords,['Max Pemberton'],./data/4/6/0/2/46023/46023.txt
"Charities and the Commons: The Pittsburgh Survey, Part II: The Place",['Various'],./data/4/6/0/2/46025/46025.txt
Virginia's Attitude Toward Slavery and Secession,['Beverley B. Munford'],./data/4/6/0/2/46026/46026-0.txt
Virginia's Attitude Toward Slavery and Secession,['Beverley B. Munford'],./data/4/6/0/2/46026/46026.txt
The Khaki Boys at Camp Sterling,['Josephine Chase'],./data/4/6/0/2/46027/46027.txt
Leaves from My Journal,['Wilford Woodruff'],./data/4/6/0/2/46028/46028.txt
"Charities and the Commons: The Pittsburgh Survey, Part I: The People",['Various'],./data/4/6/0/2/46029/46029.txt
Of Walks and Walking Tours,['Arnold Haultain'],./data/4/6/0/3/46030/46030-0.txt
Vitus Bering: the Discoverer of Bering Strait,['Peter Lauridsen'],./data/4/6/0/3/46032/46032.txt
Gibraltar,['Henry M. Field'],./data/4/6/0/3/46034/46034.txt
A Spring Walk in Provence,['Archibald Marshall'],./data/4/6/0/3/46035/46035.txt
The Sidereal Messenger of Galileo Galilei,['Galileo Galilei'],./data/4/6/0/3/46036/46036-0.txt
A Revision of the Treaty,['John Maynard Keynes'],./data/4/6/0/3/46037/46037-0.txt
Shinto,['W.G.  Aston'],./data/4/6/0/3/46038/46038-0.txt
Shinto,['W.G.  Aston'],./data/4/6/0/3/46038/46038.txt
Dynamite Stories,['Hudson Maxim'],./data/4/6/0/3/46039/46039.txt
The Kindred of the Wild,['Charles G.D. Roberts'],./data/4/6/0/4/46040/46040-0.txt
The Kindred of the Wild,['Charles G.D. Roberts'],./data/4/6/0/4/46040/46040.txt
The Christian Hymn Book,['Various'],./data/4/6/0/4/46041/46041-0.txt
The Christian Hymn Book,['Various'],./data/4/6/0/4/46041/46041.txt
Our Little Arabian Cousin,['Blanche McManus'],./data/4/6/0/4/46042/46042.txt
"Vasco, Our Little Panama Cousin",['H. Lee M. Pike'],./data/4/6/0/4/46043/46043.txt
A Little Change,['Sydney Grundy'],./data/4/6/0/4/46044/46044.txt
The Boy Allies on the North Sea Patrol,['Robert L. Drake'],./data/4/6/0/4/46045/46045.txt
Sonia Between two Worlds,['Stephen McKenna'],./data/4/6/0/4/46046/46046.txt
Tales and Legends of the Tyrol,['A. von Günther'],./data/4/6/0/4/46047/46047-0.txt
Tales and Legends of the Tyrol,['A. von Guenther'],./data/4/6/0/4/46047/46047.txt
The Turned-About Girls,['Beulah Marie Dix'],./data/4/6/0/4/46048/46048.txt
Twos and Threes,['G.B. Stern'],./data/4/6/0/4/46049/46049-0.txt
Twos and Threes,['G.B. Stern'],./data/4/6/0/4/46049/46049.txt
A Hazard Of New Fortunes,['William Dean Howells'],./data/4/6/0/4600/4600.txt
The Kingdom of God Is Within You,['graf Leo Tolstoy'],./data/4/6/0/4602/4602.txt
In the Wilderness,['Robert Hichens'],./data/4/6/0/4603/4603.txt
The Clique of Gold,['Emile Gaboriau'],./data/4/6/0/4604/4604.txt
Basil,['Wilkie Collins'],./data/4/6/0/4605/4605.txt
It Is Never Too Late to Mend,['Charles Reade'],./data/4/6/0/4606/4606.txt
"Love Me Little, Love Me Long",['Charles Reade'],./data/4/6/0/4607/4607.txt
Tom Swift in Captivity,['Victor Appleton'],./data/4/6/0/4608/4608.txt
"The Letters of Horace Walpole, Volume 1",['Horace Walpole'],./data/4/6/0/4609/4609.txt
The Relations between the Laws of Babylonia and the Laws of the Hebrew Peoples,['C.H.W. Johns'],./data/4/6/0/5/46050/46050-0.txt
The Relations between the Laws of Babylonia and the Laws of the Hebrew Peoples,['C.H.W. Johns'],./data/4/6/0/5/46050/46050.txt
South American Jungle Tales,['Horacio Quiroga'],./data/4/6/0/5/46051/46051.txt
ABC of Vegetable Gardening,['Eben Eugene Rexford'],./data/4/6/0/5/46052/46052.txt
The Boy Allies with the Terror of the Seas,['Clair W.  Hayes'],./data/4/6/0/5/46054/46054.txt
Among the Birds in Northern Shires,['Charles Dixon'],./data/4/6/0/5/46055/46055.txt
Our Little Quebec Cousin,['Mary S. Saxe'],./data/4/6/0/5/46056/46056.txt
The Relentless City,['Edward Frederic Benson'],./data/4/6/0/5/46057/46057.txt
Two Tragedies of Seneca,['Lucius Annaeus Seneca'],./data/4/6/0/5/46058/46058-0.txt
Two Tragedies of Seneca,['Lucius Annaeus Seneca'],./data/4/6/0/5/46058/46058.txt
The Adopting of Rosa Marie,['Carroll Watson Rankin'],./data/4/6/0/5/46059/46059.txt
Of the Injustice of Counterfeiting Books,['Emanuel Kant'],./data/4/6/0/6/46060/46060.txt
The Classic Myths in English Literature and in Art (2nd ed.) (1911),['Charles Mills Gayley'],./data/4/6/0/6/46063/46063.txt
The Deep Lake Mystery,['Carolyn Wells'],./data/4/6/0/6/46064/46064-0.txt
Manual of Taxidermy,['Charles Johnson Maynard'],./data/4/6/0/6/46066/46066.txt
How To Ski and How Not To,['Vivian Caulfeild'],./data/4/6/0/6/46067/46067.txt
Abbotsford,['W.S. Crockett'],./data/4/6/0/6/46068/46068-0.txt
Vanished Halls and Cathedrals of France,['George Warton Edwards'],./data/4/6/0/6/46069/46069.txt
Lausanne,['Francis Henry Gribble'],./data/4/6/0/7/46074/46074.txt
"Motor Matt; or, The King of the Wheel",['Stanley R. Matthews'],./data/4/6/0/7/46075/46075.txt
Sebastian Bach,['Reginald Lane Poole'],./data/4/6/0/7/46076/46076-0.txt
Sebastian Bach,['Reginald Lane Poole'],./data/4/6/0/7/46076/46076.txt
The Judgment Books,['Edward Frederic Benson'],./data/4/6/0/7/46077/46077.txt
The Senses and The Mind,['Anonymous'],./data/4/6/0/7/46078/46078-0.txt
The Senses and The Mind,['Anonymous'],./data/4/6/0/7/46078/46078.txt
Evolution in Art,['Alfred C. Haddon'],./data/4/6/0/7/46079/46079-0.txt
Evolution in Art,['Alfred C. Haddon'],./data/4/6/0/7/46079/46079.txt
Earliest Years at Vassar,['Frances A. Wood'],./data/4/6/0/8/46080/46080.txt
The Secret Life ,['Elizabeth Bisland'],./data/4/6/0/8/46084/46084-0.txt
The Secret Life ,['Elizabeth Bisland'],./data/4/6/0/8/46084/46084.txt
The Boy Allies with Pershing in France,['Clair W.  Hayes'],./data/4/6/0/8/46085/46085.txt
Drawings of Rossetti,['T. Martin Wood'],./data/4/6/0/8/46087/46087.txt
Stories of Exile,['Various'],./data/4/6/0/8/46088/46088.txt
Lancashire Sketches,['Edwin Waugh'],./data/4/6/0/9/46090/46090.txt
The Octoroon,['Dion Boucicault'],./data/4/6/0/9/46091/46091.txt
A Little Pilgrimage in Italy,['Olave M.  Potter'],./data/4/6/0/9/46092/46092.txt
Secrets of the Sword,['Cesar Lecat de Bazancourt'],./data/4/6/0/9/46093/46093.txt
The Romance of Modern Mechanism,['Archibald Williams'],./data/4/6/0/9/46094/46094.txt
Private Journal of Henry Francis Brooke,['Henry Francis Brooke'],./data/4/6/0/9/46095/46095-0.txt
Private Journal of Henry Francis Brooke,['Henry Francis Brooke'],./data/4/6/0/9/46095/46095.txt
Sonia Married,['Stephen McKenna'],./data/4/6/0/9/46096/46096.txt
Trooper Bluegum at the Dardanelles,['Oliver Hogue'],./data/4/6/0/9/46097/46097.txt
In the Name of Liberty,['Owen Johnson'],./data/4/6/0/9/46098/46098.txt
The Vitality of 'Mormonism',['James E. Talmage'],./data/4/6/0/9/46099/46099.txt
An American Girl in Munich,['Mabel W. Daniels'],./data/4/6/1/0/46102/46102.txt
Germany's Vanishing Colonies,['Gordon Le Sueur'],./data/4/6/1/0/46103/46103.txt
The Girl in Industry,['D.J. Collier'],./data/4/6/1/0/46104/46104.txt
The Story of The Atlantic Cable,['Charles Bright'],./data/4/6/1/0/46105/46105.txt
The Scottish Parliament,['Robert S.  Rait'],./data/4/6/1/0/46106/46106.txt
The German Lieutenant and Other Stories,['August Strindberg'],./data/4/6/1/0/46107/46107.txt
The Playwork Book,['Ann Macbeth'],./data/4/6/1/0/46108/46108.txt
Gudrun,['Mary Pickering Nichols'],./data/4/6/1/0/46109/46109-0.txt
Gudrun,['Mary Pickering Nichols'],./data/4/6/1/0/46109/46109.txt
"Early Western Travels 1748-1846, Volume XVIII",['Various'],./data/4/6/1/1/46110/46110.txt
The Dark Ages,['L'],./data/4/6/1/1/46112/46112-0.txt
Typesetting,['A.A. Stewart'],./data/4/6/1/1/46113/46113.txt
"Canada in Flanders, Volume I (of 3)",['Lord Max Aitken Beaverbrook'],./data/4/6/1/1/46114/46114.txt
"Canada in Flanders, Volume II (of 3)",['Lord Max Aitken Beaverbrook'],./data/4/6/1/1/46115/46115.txt
"Canada in Flanders, Volume III (of 3)",['Charles G.D. Roberts'],./data/4/6/1/1/46116/46116.txt
The Dreadnought of the Air,['Percy F. Westerman'],./data/4/6/1/1/46117/46117.txt
The Religion of Ancient Scandinavia,['Sir William Alexander Craigie'],./data/4/6/1/1/46118/46118.txt
The Valkyries,['Edward Frederic Benson'],./data/4/6/1/1/46119/46119.txt
Comic Arithmetic,['Anonymous'],./data/4/6/1/2/46120/46120-0.txt
Comic Arithmetic,['Anonymous'],./data/4/6/1/2/46120/46120.txt
Henry Ford's Own Story,['Rose Wilder Lane'],./data/4/6/1/2/46121/46121.txt
The Story of the Pullman Car,['Joseph Husband'],./data/4/6/1/2/46122/46122.txt
Belle Powers' Locket,['Joanna Mathews'],./data/4/6/1/2/46123/46123.txt
The Copperhead,['Harold Frederic'],./data/4/6/1/2/46124/46124-0.txt
The Copperhead,['Harold Frederic'],./data/4/6/1/2/46124/46124.txt
"Pablo de Segovia, the Spanish Sharper",['Francisco de Quevedo'],./data/4/6/1/2/46125/46125.txt
The Motor Boys Over the Ocean,['Clarence Young'],./data/4/6/1/2/46127/46127-0.txt
The Motor Boys Over the Ocean,['Clarence Young'],./data/4/6/1/2/46127/46127.txt
Perseverance Island,['Douglas Frazar'],./data/4/6/1/2/46128/46128.txt
The Data of Ethics,['Herbert Spencer'],./data/4/6/1/2/46129/46129.txt
Locke,['Thomas Fowler'],./data/4/6/1/3/46130/46130-0.txt
Locke,['Thomas Fowler'],./data/4/6/1/3/46130/46130.txt
The Adventures of Captain John Patterson with Notices of The Officers &c. of the 50th or Queen's Own Regiment from 1807 to 1821,['John Patterson'],./data/4/6/1/3/46131/46131.txt
The Wars of the Roses,['John G. Edgar'],./data/4/6/1/3/46132/46132.txt
Garden Cities of To-Morrow,['Ebenezer Howard'],./data/4/6/1/3/46134/46134-0.txt
Garden Cities of To-Morrow,['Ebenezer Howard'],./data/4/6/1/3/46134/46134.txt
History of the Fan,['George Woolliscroft Rhead'],./data/4/6/1/3/46136/46136-0.txt
History of the Fan,['George Woolliscroft Rhead'],./data/4/6/1/3/46136/46136.txt
A Rough Diamond,['John Baldwin Buckstone'],./data/4/6/1/3/46138/46138.txt
The Autobiography of a Clown,['Isaac Frederick Marcosson'],./data/4/6/1/3/46139/46139-0.txt
The Autobiography of a Clown,['Isaac Frederick Marcosson'],./data/4/6/1/3/46139/46139.txt
Myths of the Iroquois. (1883 N 02 / 1880-1881 (pages 47-116)),['Erminnie A. Smith'],./data/4/6/1/4/46140/46140-0.txt
Myths of the Iroquois. (1883 N 02 / 1880-1881 (pages 47-116)),['Erminnie A. Smith'],./data/4/6/1/4/46140/46140.txt
Experiments and Observations on the Following Subjects,['Thomas Henry'],./data/4/6/1/4/46143/46143.txt
Six Cups of Coffee,['Maria Parloa'],./data/4/6/1/4/46144/46144.txt
The Book of Princes and Princesses,['Leonora Blanche Lang'],./data/4/6/1/4/46145/46145-0.txt
The Book of Princes and Princesses,['Leonora Blanche Lang'],./data/4/6/1/4/46145/46145.txt
The Riverpark Rebellion,['Homer Greene'],./data/4/6/1/4/46146/46146-0.txt
The Riverpark Rebellion,['Homer Greene'],./data/4/6/1/4/46146/46146.txt
The Child in the Midst,['Mary Schauffler Labaree'],./data/4/6/1/4/46148/46148-0.txt
The Child in the Midst,['Mary Schauffler Labaree'],./data/4/6/1/4/46148/46148.txt
Mediæval Heresy and the Inquisition,['A.S. Turberville'],./data/4/6/1/4/46149/46149-0.txt
Mediaeval Heresy and the Inquisition,['A.S. Turberville'],./data/4/6/1/4/46149/46149.txt
"The Letters of Horace Walpole, Volume 2",['Horace Walpole'],./data/4/6/1/4610/4610.txt
Where No Fear Was,['Arthur Christopher Benson'],./data/4/6/1/4611/4611.txt
The Altar Fire,['Arthur Christopher Benson'],./data/4/6/1/4612/4612.txt
At Large,['Arthur Christopher Benson'],./data/4/6/1/4613/4613.txt
From a College Window,['Arthur Christopher Benson'],./data/4/6/1/4614/4614.txt
The Upton Letters,['Arthur Christopher Benson'],./data/4/6/1/4615/4615.txt
"Lessons in Life, For All Who Will Read Them",['T.S. Arthur'],./data/4/6/1/4616/4616.txt
Woman's Trials,['T.S. Arthur'],./data/4/6/1/4617/4617.txt
Words for the Wise,['T.S. Arthur'],./data/4/6/1/4618/4618.txt
"Words of Cheer for the Tempted, the Toiling, and the Sorrowing",['T.S. Arthur'],./data/4/6/1/4619/4619.txt
Famous Days in the Century of Invention,['Gertrude L. Stone'],./data/4/6/1/5/46150/46150.txt
India Under British Rule,['James Talboys Wheeler'],./data/4/6/1/5/46151/46151.txt
The Last Ditch,['Will Levington Comfort'],./data/4/6/1/5/46152/46152-0.txt
The Last Ditch,['Will Levington Comfort'],./data/4/6/1/5/46152/46152.txt
The Notting Hill Mystery,['Charles Felix'],./data/4/6/1/5/46153/46153.txt
The Fantastic Clan,['John James Thornber'],./data/4/6/1/5/46155/46155-0.txt
The Fantastic Clan,['John James Thornber'],./data/4/6/1/5/46155/46155.txt
The Maid of Sker,['Richard Doddridge Blackmore'],./data/4/6/1/5/46156/46156-0.txt
The Maid of Sker,['Richard Doddridge Blackmore'],./data/4/6/1/5/46156/46156.txt
Tea and Tea Drinking,['Arthur Reade'],./data/4/6/1/5/46158/46158.txt
Two in a Zoo,['Curtis Dunham'],./data/4/6/1/5/46159/46159.txt
Malaeska,['Ann S. Stephens'],./data/4/6/1/6/46160/46160.txt
By Forest Ways in New Zealand,['F.A. Roberts'],./data/4/6/1/6/46161/46161.txt
The Book of Daniel Unlocked,['W.S. Auchincloss'],./data/4/6/1/6/46165/46165.txt
History of the Zulu War,['A. Wilmot'],./data/4/6/1/6/46166/46166-0.txt
History of the Zulu War,['A. Wilmot'],./data/4/6/1/6/46166/46166.txt
British Royal Proclamations Relating to America 1603-1783,['Various'],./data/4/6/1/6/46167/46167.txt
Experiments and Observations Tending to Illustrate the Nature and Properties of Electricity,['William Watson'],./data/4/6/1/6/46168/46168.txt
Fishing with Floating Flies,['Samuel G. Camp'],./data/4/6/1/6/46169/46169.txt
Fathers of Men,['E.W. Hornung'],./data/4/6/1/7/46170/46170-0.txt
Fathers of Men,['E.W. Hornung'],./data/4/6/1/7/46170/46170.txt
Florida Caverns State Park,['Robert O. Vernon'],./data/4/6/1/7/46171/46171-0.txt
Florida Caverns State Park,['Robert O. Vernon'],./data/4/6/1/7/46171/46171.txt
A Tale of the Tow-Path,['Homer Greene'],./data/4/6/1/7/46172/46172-0.txt
A Tale of the Tow-Path,['Homer Greene'],./data/4/6/1/7/46172/46172.txt
Tourmalin's Time Cheques,['F. Anstey'],./data/4/6/1/7/46173/46173.txt
"The History of the Confederate War, Its Causes and Its Conduct, Volume II (of 2)",['George Cary Eggleston'],./data/4/6/1/7/46175/46175.txt
The Knights of the Round Table,['William Henry Frost'],./data/4/6/1/7/46176/46176-0.txt
The Knights of the Round Table,['William Henry Frost'],./data/4/6/1/7/46176/46176.txt
Flower of the Gorse,['Louis Tracy'],./data/4/6/1/7/46178/46178.txt
Two Years and Four Months in a Lunatic Asylum,['Hiram Chase'],./data/4/6/1/7/46179/46179-0.txt
Two Years and Four Months in a Lunatic Asylum,['Hiram Chase'],./data/4/6/1/7/46179/46179.txt
The Forty-third regiment United States Colored Troops,['Jeremiah Marion Mickley'],./data/4/6/1/8/46181/46181.txt
The Devil,['Ferenc Molnar'],./data/4/6/1/8/46185/46185.txt
Germany in War Time,['Mary Ethel McAuley'],./data/4/6/1/8/46186/46186.txt
Letters from the Holy Land,['Elizabeth Butler'],./data/4/6/1/8/46187/46187.txt
Elsie's Young Folks in Peace and War,['Martha Finley'],./data/4/6/1/8/46188/46188.txt
While I Remember,['Stephen McKenna'],./data/4/6/1/8/46189/46189-0.txt
Stories of Robin Hood,['Bertha E. Bush'],./data/4/6/1/9/46190/46190.txt
Fighting Without a War,['Ralph Albertson'],./data/4/6/1/9/46191/46191-0.txt
Fighting Without a War,['Ralph Albertson'],./data/4/6/1/9/46191/46191.txt
The Pan-German Programme,['Various'],./data/4/6/1/9/46192/46192-0.txt
The Pan-German Programme,['Various'],./data/4/6/1/9/46192/46192.txt
An Accidental Honeymoon,['David Potter'],./data/4/6/1/9/46195/46195.txt
Starved Rock,['Edgar Lee Masters'],./data/4/6/1/9/46197/46197.txt
Conquest,['Marie Carmichael Stopes'],./data/4/6/1/9/46198/46198-0.txt
Conquest,['Marie Carmichael Stopes'],./data/4/6/1/9/46198/46198.txt
Sketch of the History of the Knights Templars,['James Burnes'],./data/4/6/1/9/46199/46199-0.txt
Sketch of the History of the Knights Templars,['James Burnes'],./data/4/6/1/9/46199/46199.txt
Plowing On Sunday,['Sterling North'],./data/4/6/2/0/46200/46200.txt
A New Witness for God (Volume 1 of 3),['B.H. Roberts'],./data/4/6/2/0/46202/46202.txt
Jack Among the Indians,['George Bird Grinnell'],./data/4/6/2/0/46205/46205.txt
Ford Manual (1919),['Ford Motor Company'],./data/4/6/2/0/46206/46206-0.txt
Ford Manual (1919),['Ford Motor Company'],./data/4/6/2/0/46206/46206.txt
A Vision of Venus,['Harry Pleon'],./data/4/6/2/0/46207/46207.txt
A Voice from Jerusalem,['Orson Hyde'],./data/4/6/2/0/46208/46208.txt
Concord Days,['A. Bronson Alcott'],./data/4/6/2/0/46209/46209.txt
The Retreat from Mons,['Anonymous'],./data/4/6/2/1/46210/46210-0.txt
The Retreat from Mons,['Anonymous'],./data/4/6/2/1/46210/46210.txt
The Covenant of Salt,['Henry Clay Trumbull'],./data/4/6/2/1/46212/46212.txt
The Battles in Flanders From Ypres to Neuve Chapelle,['Edmund Dane'],./data/4/6/2/1/46215/46215.txt
Carriages & Coaches,['Ralph Straus'],./data/4/6/2/1/46216/46216-0.txt
Carriages & Coaches,['Ralph Straus'],./data/4/6/2/1/46216/46216.txt
The Romantic Lady,['Michael Arlen'],./data/4/6/2/1/46217/46217.txt
An Unsinkable Titanic,['John Bernard Walker'],./data/4/6/2/1/46219/46219.txt
Mothwise,['Knut Hamsun'],./data/4/6/2/2/46220/46220-0.txt
Mothwise,['Knut Hamsun'],./data/4/6/2/2/46220/46220.txt
Items on the Priesthood presented to the Latter-day Saints,['John Taylor'],./data/4/6/2/2/46221/46221.txt
The Fantasy Fan September 1933,['Various'],./data/4/6/2/2/46222/46222.txt
"Niobe, All Smiles","['Harry Paulton', 'Edward A.  Paulton']",./data/4/6/2/2/46226/46226.txt
"The Life and Times of Col. Daniel Boone, Hunter, Soldier, and Pioneer",['Edward Sylvester Ellis'],./data/4/6/2/2/46227/46227.txt
It Never Can Happen Again,['William De Morgan'],./data/4/6/2/2/46228/46228.txt
