TITLE,AUTHOR,FILEPATH,GENRE
The White Invaders,['Raymond King Cummings'],./data/2/0/5/5/20551/20551.txt,Science Fiction
Roumanian Fairy Tales,['Various'],./data/2/0/5/5/20552/20552.txt,"Children's Myths, Fairy Tales, etc."
Out Around Rigel,['Robert H. Wilson'],./data/2/0/5/5/20553/20553.txt,Science Fiction
The History of the Caliph Vathek,['William Beckford'],./data/2/0/6/2060/2060.txt,Fantasy
The Trail of the White Mule,['B.M. Bower'],./data/2/0/6/2063/2063.txt,Western
Wildfire,['Zane Grey'],./data/2/0/6/2066/2066.txt,Western
Oomphel in the Sky,['Henry Beam Piper'],./data/2/0/6/4/20649/20649.txt,Science Fiction
Ministry of Disturbance,['Henry Beam Piper'],./data/2/0/6/5/20659/20659.txt,Science Fiction
The Black Star Passes,['John W Campbell'],./data/2/0/7/0/20707/20707.txt,Science Fiction
A Slave is a Slave,['Henry Beam Piper'],./data/2/0/7/2/20726/20726.txt,Science Fiction
The Cosmic Computer,['Henry Beam Piper'],./data/2/0/7/2/20727/20727.txt,Science Fiction
Space Viking,['Henry Beam Piper'],./data/2/0/7/2/20728/20728.txt,Science Fiction
To the Last Man,['Zane Grey'],./data/2/0/7/2070/2070.txt,Western
Rebels of the Red Planet,['Charles Louis Fontenay'],./data/2/0/7/3/20739/20739.txt,Science Fiction
Favorite Fairy Tales,['Logan Marshall'],./data/2/0/7/4/20748/20748.txt,"Children's Myths, Fairy Tales, etc."
Triplanetary,['Edward Elmer Smith'],./data/2/0/7/8/20782/20782.txt,Science Fiction
Storm Over Warlock,['Andre Norton'],./data/2/0/7/8/20788/20788.txt,Science Fiction
The Colors of Space,['Marion Zimmer Bradley'],./data/2/0/7/9/20796/20796.txt,Science Fiction
The Infra-Medians,['Sewell Peaslee Wright'],./data/2/0/8/3/20838/20838.txt,Science Fiction
Rebel Spurs,['Andre Norton'],./data/2/0/8/4/20840/20840.txt,Western
Ten From Infinity,['Paul W. Fairman'],./data/2/0/8/5/20856/20856.txt,Science Fiction
Spacehounds of IPC,['Edward Elmer Smith'],./data/2/0/8/5/20857/20857.txt,Science Fiction
Wandl the Invader,['Raymond King Cummings'],./data/2/0/8/5/20859/20859.txt,Science Fiction
The Skylark of Space,"['Edward Elmer Smith', 'Lee Hawkins Garby']",./data/2/0/8/6/20869/20869.txt,Science Fiction
The Galaxy Primes,['Edward Elmer Smith'],./data/2/0/8/9/20898/20898.txt,Science Fiction
The Status Civilization,['Robert Sheckley'],./data/2/0/9/1/20919/20919.txt,Science Fiction
Morale,['Murray Leinster'],./data/2/0/9/2/20920/20920.txt,Science Fiction
A Thief in the Night,['E.W. Hornung'],./data/2/0/9/2098/2098.txt,Crime Fiction
Islands of Space,['John W Campbell'],./data/2/0/9/8/20988/20988.txt,Science Fiction
Skylark Three,['Edward Elmer Smith'],./data/2/1/0/5/21051/21051.txt,Science Fiction
On the Trail of the Space Pirates,['Carey Rockwell'],./data/2/1/0/9/21092/21092.txt,Science Fiction
The Girl in the Golden Atom,['Raymond King Cummings'],./data/2/1/0/9/21094/21094.txt,Science Fiction
The Quest of the Sacred Slipper,['Sax Rohmer'],./data/2/1/2/2126/2126.txt,Crime Fiction
2 B R 0 2 B,['Kurt Vonnegut'],./data/2/1/2/7/21279/21279.txt,Science Fiction
The Call of the Wild,['Jack London'],./data/2/1/215/215.txt,Adventure
The Works of Edgar Allan Poe,['Edgar Allan Poe'],./data/2/1/4/2147/2147-0.txt,Horror
The Works of Edgar Allan Poe,['Edgar Allan Poe'],./data/2/1/4/2147/2147-0.txt,Mystery Fiction
The Works of Edgar Allan Poe,['Edgar Allan Poe'],./data/2/1/4/2147/2147-8.txt,Horror
The Works of Edgar Allan Poe,['Edgar Allan Poe'],./data/2/1/4/2147/2147-8.txt,Mystery Fiction
The Works of Edgar Allan Poe,['Edgar Allan Poe'],./data/2/1/4/2148/2148.txt,Mystery Fiction
The Works of Edgar Allan Poe,['Edgar Allan Poe'],./data/2/1/4/2148/2148.txt,Horror
The Works of Edgar Allan Poe,['Edgar Allan Poe'],./data/2/1/4/2149/2149-8.txt,Mystery Fiction
The Works of Edgar Allan Poe,['Edgar Allan Poe'],./data/2/1/4/2149/2149-8.txt,Horror
Legacy,['James H Schmitz'],./data/2/1/5/1/21510/21510.txt,Science Fiction
The Works of Edgar Allan Poe,['Edgar Allan Poe'],./data/2/1/5/2150/2150.txt,Horror
The Works of Edgar Allan Poe,['Edgar Allan Poe'],./data/2/1/5/2150/2150.txt,Mystery Fiction
The Works of Edgar Allan Poe,['Edgar Allan Poe'],./data/2/1/5/2151/2151.txt,Mystery Fiction
The Works of Edgar Allan Poe,['Edgar Allan Poe'],./data/2/1/5/2151/2151.txt,Horror
"Quiet, Please",['Kevin Scott'],./data/2/1/5/4/21541/21541.txt,Science Fiction
Sweet Their Blood and Sticky,['Albert Teichner'],./data/2/1/5/6/21568/21568.txt,Science Fiction
The Mightiest Man,['Patrick Fahy'],./data/2/1/5/8/21582/21582.txt,Science Fiction
Gambler's World,['John Keith Laumer'],./data/2/1/6/2/21627/21627.txt,Science Fiction
King Solomon's Mines,['H. Rider Haggard'],./data/2/1/6/2166/2166.txt,Adventure
Tarrano the Conqueror,['Raymond King Cummings'],./data/2/1/6/3/21638/21638.txt,Science Fiction
Subspace Survivors,['E.E. Smith'],./data/2/1/6/4/21647/21647.txt,Science Fiction
Edison's Conquest of Mars,['Garrett Putnam Serviss'],./data/2/1/6/7/21670/21670.txt,Science Fiction
The Yillian Way,['John Keith Laumer'],./data/2/1/7/8/21782/21782.txt,Science Fiction
Planet of the Damned,['Harry Harrison'],./data/2/1/8/7/21873/21873.txt,Science Fiction
An Incident on Route 12,['James H. Schmitz'],./data/2/1/8/9/21897/21897.txt,Science Fiction
Breaking Point,['James E. Gunn'],./data/2/1/9/8/21988/21988.txt,Science Fiction
The Repairman,['Harry Harrison'],./data/2/2/0/7/22073/22073.txt,Science Fiction
Stories the Iroquois Tell Their Children,['Mabel Powers'],./data/2/2/0/9/22096/22096.txt,"Children's Myths, Fairy Tales, etc."
The Hills of Home,['Alfred Coppel'],./data/2/2/1/0/22102/22102.txt,Science Fiction
Martian V.F.W.,['G.L. Vandenburg'],./data/2/2/1/1/22110/22110.txt,Science Fiction
Giants on the Earth,['Sterner St. Paul Meek'],./data/2/2/1/3/22132/22132.txt,Science Fiction
Creatures of Vibration,['Harl Vincent'],./data/2/2/1/5/22154/22154.txt,Science Fiction
The Golden Spears,['Edmund Leamy'],./data/2/2/1/6/22168/22168.txt,"Children's Myths, Fairy Tales, etc."
The Radiant Shell,['Paul Ernst'],./data/2/2/1/7/22171/22171.txt,Science Fiction
Stories from the Ballads,['Mary  MacGregor'],./data/2/2/1/7/22175/22175.txt,"Children's Myths, Fairy Tales, etc."
The Winged Men of Orcon,['David R. Sparks'],./data/2/2/1/7/22176/22176.txt,Science Fiction
Project Mastodon,['Clifford Donald Simak'],./data/2/2/2/1/22216/22216.txt,Science Fiction
The Street That Wasn't There,['Clifford Donald Simak'],./data/2/2/2/1/22218/22218.txt,Science Fiction
The Whispering Spheres,['Russell Robert  Winterbotham'],./data/2/2/2/2/22226/22226.txt,Science Fiction
The 4-D Doodler,['Graph Waldeyer'],./data/2/2/2/2/22227/22227.txt,Science Fiction
Captains Courageous,['Rudyard Kipling'],./data/2/2/2/2225/2225.txt,Adventure
Kim,['Rudyard Kipling'],./data/2/2/2/2226/2226.txt,Adventure
Security,['Poul William Anderson'],./data/2/2/2/3/22239/22239.txt,Science Fiction
The Indian Fairy Book,['Cornelius Mathews'],./data/2/2/2/4/22248/22248.txt,"Children's Myths, Fairy Tales, etc."
Valley of Dreams,['Stanley Grauman Weinbaum'],./data/2/2/3/0/22301/22301.txt,Science Fiction
Brain Twister,['Gordon Randall Garrett'],./data/2/2/3/3/22332/22332.txt,Science Fiction
The Impossibles,['Gordon Randall Garrett'],./data/2/2/3/3/22338/22338.txt,Science Fiction
Supermind,['Gordon Randall Garrett'],./data/2/2/3/4/22342/22342.txt,Science Fiction
Exile,['Horace Brown Fyfe'],./data/2/2/3/4/22346/22346.txt,Science Fiction
Russian Fairy Tales,['W.R.S. Ralston'],./data/2/2/3/7/22373/22373.txt,"Children's Myths, Fairy Tales, etc."
King Arthur's Knights,['Henry Gilbert'],./data/2/2/3/9/22396/22396.txt,"Children's Myths, Fairy Tales, etc."
The Book of Nature Myths,['Florence Holbrook'],./data/2/2/4/2/22420/22420.txt,"Children's Myths, Fairy Tales, etc."
The Players,['Everett B. Cole'],./data/2/2/4/2/22426/22426.txt,Science Fiction
Slingshot,['Irving W. Lande'],./data/2/2/4/6/22462/22462.txt,Science Fiction
The Ultimate Experiment,['Thornton DeKy'],./data/2/2/4/6/22466/22466.txt,Science Fiction
Sand Doom,['William Fitzgerald Jenkins'],./data/2/2/4/6/22467/22467.txt,Science Fiction
The Bell Tone,['Edmund H.  Leftwich'],./data/2/2/4/7/22470/22470.txt,Science Fiction
The Stutterer,['R.R. Merliss'],./data/2/2/5/1/22512/22512.txt,Science Fiction
Sense from Thought Divide,['Mark Irvin Clifton'],./data/2/2/5/1/22513/22513.txt,Science Fiction
The Hunters,['William Morrison'],./data/2/2/5/2/22524/22524.txt,Science Fiction
Cubs of the Wolf,['Raymond F. Jones'],./data/2/2/5/2/22526/22526.txt,Science Fiction
Beyond the Vanishing Point,['Raymond King Cummings'],./data/2/2/5/2/22527/22527.txt,Science Fiction
The Devil's Asteroid,['Manly Wade Wellman'],./data/2/2/5/3/22538/22538.txt,Science Fiction
The K-Factor,['Harry Harrison'],./data/2/2/5/4/22540/22540.txt,Science Fiction
The Misplaced Battleship,['Harry Harrison'],./data/2/2/5/4/22541/22541.txt,Science Fiction
A World is Born,['Leigh Douglass Brackett'],./data/2/2/5/4/22544/22544.txt,Science Fiction
Warning from the Stars,['Ron Cocking'],./data/2/2/5/4/22545/22545.txt,Science Fiction
Space Prison,['Tom Godwin'],./data/2/2/5/4/22549/22549.txt,Science Fiction
The Day of the Boomer Dukes,['Frederik Pohl'],./data/2/2/5/5/22559/22559.txt,Science Fiction
The Worshippers,['Damon Francis Knight'],./data/2/2/5/6/22560/22560.txt,Science Fiction
Dorothy and the Wizard in Oz,['L. Frank Baum'],./data/2/2/5/6/22566/22566.txt,Fantasy
Bread Overhead,['Fritz Reuter Leiber'],./data/2/2/5/7/22579/22579.txt,Science Fiction
--And Devious the Line of Duty,['Tom Godwin'],./data/2/2/5/8/22585/22585.txt,Science Fiction
"Jubilation, U.S.A.",['G.L. Vandenburg'],./data/2/2/5/8/22589/22589.txt,Science Fiction
Wind,['Charles Louis Fontenay'],./data/2/2/5/9/22590/22590.txt,Science Fiction
Measure for a Loner,['James Judson Harmon'],./data/2/2/5/9/22596/22596.txt,Science Fiction
Question of Comfort,['Les Collins'],./data/2/2/5/9/22597/22597.txt,Science Fiction
Divinity,['William Morrison'],./data/2/2/6/2/22623/22623.txt,Science Fiction
The Vortex Blaster,['Edward Elmer Smith'],./data/2/2/6/2/22629/22629.txt,Science Fiction
Red Cap Tales,['Samuel Rutherford Crockett'],./data/2/2/6/5/22656/22656.txt,"Children's Myths, Fairy Tales, etc."
A Book of Myths,['Jean Lang'],./data/2/2/6/9/22693/22693.txt,"Children's Myths, Fairy Tales, etc."
The Blindman's World,['Edward Bellamy'],./data/2/2/7/0/22701/22701.txt,Science Fiction
Masters of Space,['Edward Elmer Smith'],./data/2/2/7/5/22754/22754.txt,Science Fiction
Suite Mentale,['Gordon Randall Garrett'],./data/2/2/7/6/22763/22763.txt,Science Fiction
Pagan Passions,['Gordon Randall Garrett'],./data/2/2/7/6/22767/22767.txt,Science Fiction
An Ounce of Cure,['Alan Edward Nourse'],./data/2/2/8/6/22866/22866.txt,Science Fiction
Meeting of the Board,['Alan Edward Nourse'],./data/2/2/8/6/22867/22867.txt,Science Fiction
The Dark Door,['Alan Edward Nourse'],./data/2/2/8/6/22869/22869.txt,Science Fiction
Circus,['Alan Edward Nourse'],./data/2/2/8/7/22875/22875.txt,Science Fiction
The Link,['Alan Edward Nourse'],./data/2/2/8/7/22876/22876.txt,Science Fiction
My Friend Bobby,['Alan Edward Nourse'],./data/2/2/8/8/22881/22881.txt,Science Fiction
Image of the Gods,['Alan Edward Nourse'],./data/2/2/8/8/22882/22882.txt,Science Fiction
Cinderella in the South,['Arthur Shearly Cripps'],./data/2/2/8/8/22886/22886.txt,"Children's Myths, Fairy Tales, etc."
The Worlds of If,['Stanley Grauman Weinbaum'],./data/2/2/8/9/22890/22890.txt,Science Fiction
The Best Made Plans,['Everett B. Cole'],./data/2/2/8/9/22892/22892.txt,Science Fiction
Pygmalion's Spectacles,['Stanley Grauman Weinbaum'],./data/2/2/8/9/22893/22893.txt,Science Fiction
The Point of View,['Stanley Grauman Weinbaum'],./data/2/2/8/9/22895/22895.txt,Science Fiction
The Ideal,['Stanley Grauman Weinbaum'],./data/2/2/8/9/22897/22897.txt,Science Fiction
One-Shot,['James Benjamin Blish'],./data/2/2/9/5/22958/22958.txt,Science Fiction
Toy Shop,['Henry Maxwell Dempsey'],./data/2/2/9/6/22966/22966.txt,Science Fiction
The Stoker and the Stars,['Algirdas Jonas Budrys'],./data/2/2/9/6/22967/22967.txt,Science Fiction
Second Sight,['Alan Edward Nourse'],./data/2/2/9/9/22997/22997.txt,Science Fiction
Greylorn,['John Keith Laumer'],./data/2/3/0/2/23028/23028.txt,Science Fiction
The Troubadour,['Robert Augustine Ward Lowndes'],./data/2/3/0/9/23091/23091.txt,Science Fiction
The Fourth Invasion,['Henry Josephs'],./data/2/3/0/9/23099/23099.txt,Science Fiction
This World Must Die!,['Horace Brown Fyfe'],./data/2/3/1/0/23102/23102.txt,Science Fiction
Traders Risk,['Roger Dee'],./data/2/3/1/0/23103/23103.txt,Science Fiction
The Blue Tower,['Evelyn E. Smith'],./data/2/3/1/0/23104/23104.txt,Science Fiction
And All the Earth a Grave,['Carroll M. Capps'],./data/2/3/1/4/23146/23146.txt,Science Fiction
Untechnological Employment,['E.M. Clinton'],./data/2/3/1/4/23147/23147.txt,Science Fiction
Droozle,['Frank Banta'],./data/2/3/1/4/23148/23148.txt,Science Fiction
In the Control Tower,['Will Mohler'],./data/2/3/1/4/23149/23149.txt,Science Fiction
The Big Bounce,['Walter S. Tevis'],./data/2/3/1/5/23153/23153.txt,Science Fiction
Stairway to the Stars,['Larry Shaw'],./data/2/3/1/5/23159/23159.txt,Science Fiction
Solomon's Orbit,['William Carroll'],./data/2/3/1/6/23160/23160.txt,Science Fiction
"Sodom and Gomorrah, Texas",['Raphael Aloysius Lafferty'],./data/2/3/1/6/23161/23161.txt,Science Fiction
No Great Magic,['Fritz Reuter Leiber'],./data/2/3/1/6/23162/23162.txt,Science Fiction
The Creature from Cleveland Depths,['Fritz Reuter Leiber'],./data/2/3/1/6/23164/23164.txt,Science Fiction
The Damned Thing,['Ambrose Bierce'],./data/2/3/1/7/23172/23172.txt,Horror
The Glory of Ippling,['Helen M. Urban'],./data/2/3/1/8/23185/23185.txt,Science Fiction
The Common Man,['Guy McCord'],./data/2/3/1/9/23194/23194.txt,Science Fiction
Subversive,['Dallas McCord Reynolds'],./data/2/3/1/9/23197/23197.txt,Science Fiction
With No Strings Attached,['Gordon Randall Garrett'],./data/2/3/1/9/23198/23198.txt,Science Fiction
Missing Link,['Frank Patrick Herbert'],./data/2/3/2/1/23210/23210.txt,Science Fiction
The Servant Problem,['Robert F. Young'],./data/2/3/2/3/23232/23232.txt,Science Fiction
Child Christopher,['William Morris'],./data/2/3/234/234.txt,Fantasy
Each Man Kills,['Victoria Glad'],./data/2/3/3/0/23301/23301.txt,Science Fiction
The White Feather Hex,['Don Peterson'],./data/2/3/3/0/23308/23308.txt,Science Fiction
Unwise Child,['Gordon Randall Garrett'],./data/2/3/3/3/23335/23335.txt,Science Fiction
Tight Squeeze,['Dean Charles Ing'],./data/2/3/3/3/23337/23337.txt,Science Fiction
Indirection,['Everett B. Cole'],./data/2/3/3/3/23339/23339.txt,Science Fiction
Old Mr. Wiley,['Fanny Greye La Spina'],./data/2/3/3/7/23379/23379.txt,Science Fiction
Far from Home,['J.A. Taylor'],./data/2/3/4/0/23408/23408.txt,Science Fiction
The Last Place on Earth,['James Judson Harmon'],./data/2/3/4/2/23426/23426.txt,Science Fiction
On Handling the Data,['M.I. Mayfield'],./data/2/3/4/2/23429/23429.txt,Science Fiction
Attention Saint Patrick,['William Fitzgerald Jenkins'],./data/2/3/4/3/23439/23439.txt,Science Fiction
Unspecialist,['Murray F. Yaco'],./data/2/3/4/4/23443/23443.txt,Science Fiction
More Russian Picture Tales,['Valery Carrick'],./data/2/3/4/6/23462/23462.txt,"Children's Myths, Fairy Tales, etc."
The Beast of Space,['F.E. Hardart'],./data/2/3/5/0/23509/23509.txt,Science Fiction
...Or Your Money Back,['Gordon Randall Garrett'],./data/2/3/5/3/23534/23534.txt,Science Fiction
The Invaders,['Benjamin Ferris'],./data/2/3/5/3/23535/23535.txt,Science Fiction
Anchorite,['Randall Garrett'],./data/2/3/5/6/23561/23561.txt,Science Fiction
Viewpoint,['Gordon Randall Garrett'],./data/2/3/5/6/23563/23563.txt,Science Fiction
The Mississippi Saucer,['Frank Belknap Long'],./data/2/3/5/6/23568/23568.txt,Science Fiction
General Max Shorter,['Kris Ottman Neville'],./data/2/3/5/7/23571/23571.txt,Science Fiction
A Filbert Is a Nut,['Rick Raphael'],./data/2/3/5/8/23588/23588.txt,Science Fiction
I Was a Teen-Age Secret Weapon,['Richard Sabia'],./data/2/3/5/9/23591/23591.txt,Science Fiction
Breakaway,['Stanley Gimble'],./data/2/3/5/9/23592/23592.txt,Science Fiction
The Big Fix,['George Oliver Smith'],./data/2/3/5/9/23599/23599.txt,Science Fiction
The Leader,['William Fitzgerald Jenkins'],./data/2/3/6/1/23612/23612.txt,Science Fiction
"Ride Proud, Rebel!",['Andre Alice Norton'],./data/2/3/6/2/23624/23624.txt,Western
A Matter of Importance,['William Fitzgerald Jenkins'],./data/2/3/6/3/23636/23636.txt,Science Fiction
Test Rocket!,['Jack Douglas'],./data/2/3/6/5/23651/23651.txt,Science Fiction
That Sweet Little Old Lady,['Gordon Randall Garrett'],./data/2/3/6/5/23657/23657.txt,Science Fiction
Summit,['Dallas McCord Reynolds'],./data/2/3/6/6/23669/23669.txt,Science Fiction
Tales of Fantasy and Fact,['Brander Matthews'],./data/2/3/6/7/23678/23678.txt,Science Fiction
The Indulgence of Negu Mah,['Robert Andrew Arthur'],./data/2/3/6/8/23688/23688.txt,Science Fiction
A Martian Odyssey,['Stanley Grauman Weinbaum'],./data/2/3/7/3/23731/23731.txt,Science Fiction
Blessed Are the Meek,['G.C. Edmondson'],./data/2/3/7/6/23762/23762.txt,Science Fiction
The Bramble Bush,['Gordon Randall Garrett'],./data/2/3/7/6/23764/23764.txt,Science Fiction
The Talkative Tree,['Horace Brown Fyfe'],./data/2/3/7/6/23767/23767.txt,Science Fiction
The Ultimate Weapon,['John Wood Campbell'],./data/2/3/7/9/23790/23790.txt,Science Fiction
Scrimshaw,['William Fitzgerald Jenkins'],./data/2/3/7/9/23791/23791.txt,Science Fiction
Cry from a Far Planet,['Tom Godwin'],./data/2/3/7/9/23799/23799.txt,Science Fiction
The Seed of the Toc-Toc Birds,['Francis Flagg'],./data/2/3/8/3/23831/23831.txt,Science Fiction
"Talents, Incorporated",['William Fitzgerald Jenkins'],./data/2/3/8/4/23845/23845.txt,Science Fiction
Vanishing Point,['C.C. Beck'],./data/2/3/8/6/23868/23868.txt,Science Fiction
The Professional Approach,['Charles Leonard Harness'],./data/2/3/8/7/23872/23872.txt,Science Fiction
Gold in the Sky,['Alan Edward Nourse'],./data/2/3/8/8/23882/23882.txt,Science Fiction
History Repeats,['George Oliver Smith'],./data/2/3/8/8/23884/23884.txt,Science Fiction
Charley de Milo,['Laurence Mark Janifer AKA Larry M. Harris'],./data/2/3/8/8/23889/23889.txt,Science Fiction
A Matter of Proportion,['Anne Walker'],./data/2/3/9/2/23920/23920.txt,Science Fiction
The Short Life,['Francis Donovan'],./data/2/3/9/2/23928/23928.txt,Science Fiction
Revolution,['Dallas McCord Reynolds'],./data/2/3/9/2/23929/23929.txt,Science Fiction
Beyond Pandora,['Robert J. Martin'],./data/2/3/9/3/23930/23930.txt,Science Fiction
Instinct,['George Oliver Smith'],./data/2/3/9/3/23931/23931.txt,Science Fiction
Unborn Tomorrow,['Dallas McCord Reynolds'],./data/2/3/9/4/23942/23942.txt,Science Fiction
...After a Few Words...,['Gordon Randall Garrett'],./data/2/3/9/6/23960/23960.txt,Science Fiction
"But, I Don't Think",['Gordon Randall Garrett'],./data/2/4/0/0/24005/24005.txt,Science Fiction
The Pirates of Ersatz,['Murray Leinster'],./data/2/4/0/3/24035/24035.txt,Science Fiction
Dead Giveaway,['Gordon Randall Garrett'],./data/2/4/0/5/24054/24054.txt,Science Fiction
Damned If You Don't,['Gordon Randall Garrett'],./data/2/4/0/6/24064/24064.txt,Science Fiction
Despoilers of the Golden Empire,['Gordon Randall Garrett'],./data/2/4/0/9/24091/24091.txt,Science Fiction
Egocentric Orbit,['John Cory'],./data/2/4/1/0/24101/24101.txt,Science Fiction
The Aliens,['Murray Leinster'],./data/2/4/1/0/24104/24104.txt,Science Fiction
Fables in Rhyme for Little Folks,['Jean de La Fontaine'],./data/2/4/1/0/24108/24108.txt,"Children's Myths, Fairy Tales, etc."
"We Didn't Do Anything Wrong, Hardly",['Roger Kuykendall'],./data/2/4/1/1/24118/24118.txt,Science Fiction
Make Mine Homogenized,['Rick Raphael'],./data/2/4/1/1/24119/24119.txt,Science Fiction
As Long As You Wish,"[""John O'Keefe""]",./data/2/4/1/2/24121/24121.txt,Science Fiction
Pushbutton War,['Joseph P. Martino'],./data/2/4/1/2/24122/24122.txt,Science Fiction
Cliges: A Romance,['Chretien de Troyes'],./data/2/4/1/2414/2414.txt,Fantasy
The Measure of a Man,['Randall Garrett'],./data/2/4/1/3/24135/24135.txt,Science Fiction
The Ambulance Made Two Trips,['William Fitzgerald Jenkins'],./data/2/4/1/4/24149/24149.txt,Science Fiction
Disturbing Sun,['Robert Shirley Richardson'],./data/2/4/1/5/24150/24150.txt,Science Fiction
The Sky Trap,['Frank Belknap Long'],./data/2/4/1/5/24151/24151.txt,Science Fiction
The Guardians,['Irving Cox'],./data/2/4/1/5/24152/24152.txt,Science Fiction
All Day September,['Roger Kuykendall'],./data/2/4/1/6/24161/24161.txt,Science Fiction
The Destroyers,['Gordon Randall Garrett'],./data/2/4/1/6/24166/24166.txt,Science Fiction
Alarm Clock,['Everett B. Cole'],./data/2/4/1/8/24180/24180.txt,Science Fiction
A Transmutation of Muddles,['Horace Brown Fyfe'],./data/2/4/1/8/24187/24187.txt,Science Fiction
Something Will Turn Up,['David Mason'],./data/2/4/1/8/24189/24189.txt,Science Fiction
The First One,['Herbert D. Kastle'],./data/2/4/1/9/24192/24192.txt,Science Fiction
Victory,['Lester del Rey'],./data/2/4/1/9/24196/24196.txt,Science Fiction
A Spaceship Named McGuire,['Gordon Randall Garrett'],./data/2/4/1/9/24198/24198.txt,Science Fiction
The Untouchable,['Stephen A. Kallis'],./data/2/4/2/2/24221/24221.txt,Science Fiction
Greener Than You Think,['Ward Moore'],./data/2/4/2/4/24246/24246.txt,Science Fiction
Gun for Hire,['Dallas McCord Reynolds'],./data/2/4/2/4/24247/24247.txt,Science Fiction
The Native Soil,['Alan Edward Nourse'],./data/2/4/2/7/24274/24274.txt,Science Fiction
Letter of the Law,['Alan Edward Nourse'],./data/2/4/2/7/24275/24275.txt,Science Fiction
The Coffin Cure,['Alan Edward Nourse'],./data/2/4/2/7/24276/24276.txt,Science Fiction
Card Trick,['Walter Bupp AKA Randall Garrett'],./data/2/4/2/7/24277/24277.txt,Science Fiction
The Green Beret,['Thomas Edward Purdom'],./data/2/4/2/7/24278/24278.txt,Science Fiction
Attrition,['Jim Wannamaker'],./data/2/4/2/8/24282/24282.txt,Science Fiction
PRoblem,['Alan Edward Nourse'],./data/2/4/2/9/24290/24290.txt,Science Fiction
The Highest Treason,['Randall Garrett'],./data/2/4/3/0/24302/24302.txt,Science Fiction
Mercenary,['Dallas McCord Reynolds'],./data/2/4/3/7/24370/24370.txt,Science Fiction
Wizard,['Laurence Mark Janifer'],./data/2/4/3/7/24375/24375.txt,Science Fiction
Shock Absorber,['E.G. von Wald'],./data/2/4/3/8/24380/24380.txt,Science Fiction
Vigorish,['Gordon Randall Garrett'],./data/2/4/3/8/24382/24382.txt,Science Fiction
Cat and Mouse,['Ralph Williams'],./data/2/4/3/9/24392/24392.txt,Science Fiction
The Winds of Time,['James H. Schmitz'],./data/2/4/3/9/24395/24395.txt,Science Fiction
Hex,['Laurence Mark Janifer'],./data/2/4/3/9/24397/24397.txt,Science Fiction
Criminal Negligence,['Jesse Francis McComas'],./data/2/4/3/9/24399/24399.txt,Science Fiction
The Quantum Jump,['Robert Wicks'],./data/2/4/4/1/24418/24418.txt,Science Fiction
Anything You Can Do ...,['Gordon Randall Garrett'],./data/2/4/4/3/24436/24436.txt,Science Fiction
Out Like a Light,['Gordon Randall Garrett'],./data/2/4/4/4/24444/24444.txt,Science Fiction
Bones,['Edgar Wallace'],./data/2/4/4/5/24450/24450.txt,Adventure
The Golden Judge,['Nathaniel Gordon'],./data/2/4/4/9/24495/24495.txt,Science Fiction
Accidental Death,['Peter Baily'],./data/2/4/5/1/24517/24517.txt,Science Fiction
In Case of Fire,['Gordon Randall Garrett'],./data/2/4/5/2/24521/24521.txt,Science Fiction
The Unnecessary Man,['Gordon Randall Garrett'],./data/2/4/5/2/24529/24529.txt,Science Fiction
The Circuit Riders,['R.C. FitzPatrick'],./data/2/4/5/4/24543/24543.txt,Science Fiction
Watch the Sky,['James H. Schmitz'],./data/2/4/5/5/24558/24558.txt,Science Fiction
Faithfully Yours,['Lou Tabakow'],./data/2/4/5/6/24566/24566.txt,Science Fiction
Blind Man's Lantern,['Allen Kim Lang'],./data/2/4/5/6/24567/24567.txt,Science Fiction
The Oriental Story Book,['Wilhelm Hauff'],./data/2/4/5/9/24593/24593.txt,"Children's Myths, Fairy Tales, etc."
Tinker's Dam,['Joseph Tinker'],./data/2/4/6/5/24655/24655.txt,Science Fiction
By Proxy,['Gordon Randall Garrett'],./data/2/4/7/0/24707/24707.txt,Science Fiction
Fairy Tales from Brazil,['Elsie Spicer Eells'],./data/2/4/7/1/24714/24714.txt,"Children's Myths, Fairy Tales, etc."
Operation Haystack,['Frank Patrick Herbert'],./data/2/4/7/2/24721/24721.txt,Science Fiction
Final Weapon,['Everett B. Cole'],./data/2/4/7/2/24723/24723.txt,Science Fiction
The Children of Odin,['Padraic Colum'],./data/2/4/7/3/24737/24737.txt,"Children's Myths, Fairy Tales, etc."
Adaptation,['Dallas McCord Reynolds'],./data/2/4/7/4/24749/24749.txt,Science Fiction
Mizora: A Prophecy,['Mary E. Bradley'],./data/2/4/7/5/24750/24750.txt,Science Fiction
Millennium,['Everett B. Cole'],./data/2/4/7/7/24779/24779.txt,Science Fiction
The Marooner,['Charles A. Stearns'],./data/2/4/7/9/24791/24791.txt,Science Fiction
The Alternate Plan,['Gerry Maddren'],./data/2/4/7/9/24792/24792.txt,Science Fiction
Viking Tales,['Jennie Hall'],./data/2/4/8/1/24811/24811.txt,"Children's Myths, Fairy Tales, etc."
The Great Potlatch Riots,['Allen Kim Lang'],./data/2/4/8/6/24864/24864.txt,Science Fiction
The Premiere,['Richard Sabia'],./data/2/4/8/6/24865/24865.txt,Science Fiction
"The Stars, My Brothers",['Edmond Hamilton'],./data/2/4/8/7/24870/24870.txt,Science Fiction
